#Cfactor 0.0137084
Recipient	L_ful_Pop183	L_ful_Pop184	L_ful_Pop185	L_gent_Pop163	L_gent_Pop164	L_gent_Pop067	L_gent_Pop070	L_gent_Pop071	L_gent_Pop072	L_ful_Pop174	L_ful_Pop176	L_ful_Pop177	L_ful_Pop178	L_ful_Pop180	L_ful_Pop181	L_ful_Pop182	L_gent_Pop153	L_gent_Pop155	L_gent_Pop156	L_gent_Pop158	L_gent_Pop159	L_gent_Pop160	L_gent_Pop161	L_gent_Pop162	L_gent_Pop016	L_gent_Pop023	L_gent_Pop177	L_cf_gent_032	L_cf_gent_033	L_ful_Pop057	L_gent_Pop085	L_gent_Pop086	L_gent_Pop089	L_gent_Pop090	L_gent_Pop091	L_gent_Pop092	L_gent_Pop093	L_cf_gent_045	L_cf_gent_046	L_cf_gent_047	L_cf_gent_048	L_cf_gent_049	L_cf_gent_050	L_cf_gent_051	L_cf_gent_052	L_cf_gent_053	L_cf_gent_054	L_ful_Pop114	L_ful_Pop115	L_ful_Pop116	L_ful_Pop117	L_ful_Pop047	L_gent_Pop079	L_gent_Pop082	L_cf_dutt_021	L_cf_dutt_022	L_cf_dutt_025	L_cf_dutt_027	L_cf_dutt_028	L_cf_dutt_029	L_cf_dutt_030	L_ful_Pop081	L_ful_Pop082	L_ful_Pop083	L_ful_Pop084	L_ful_Pop086	L_ful_Pop087	L_ful_Pop088	L_ful_Pop089	L_ful_Pop090	L_cf_dutt_050	L_cf_dutt_051	L_cf_dutt_052	L_cf_dutt_053	L_cf_dutt_054	L_cf_dutt_055	L_cf_dutt_056	L_cf_dutt_057	L_cf_dutt_058	L_cf_dutt_059	L_cf_gent_060	L_cf_gent_061	L_cf_gent_062	L_cf_gent_063	L_cf_gent_064	L_cf_gent_065	L_cf_gent_066	L_cf_gent_067	L_cf_gent_068	L_cf_gent_069	L_ful_Pop188	L_ful_Pop189	L_ful_Pop190	L_ful_Pop191	L_ful_Pop192	L_ful_Pop193	L_ful_Pop194	L_ful_Pop195	L_ful_Pop196	L_ful_Pop197	L_cf_dutt_011	L_cf_dutt_012	L_cf_dutt_013	L_cf_dutt_014	L_cf_dutt_015	L_cf_dutt_016	L_cf_dutt_017	L_cf_dutt_018	L_cf_dutt_019	L_cf_dutt_020	L_ful_Pop071	L_ful_Pop072	L_ful_Pop073	L_ful_Pop074	L_ful_Pop075	L_ful_Pop076	L_ful_Pop077	L_ful_Pop078	L_ful_Pop079	L_ful_Pop080	L_ful_Pop133	L_ful_Pop134	L_ful_Pop135	L_ful_Pop138	L_ful_Pop140	L_gent_Pop175	L_gent_Pop176	L_gent_Pop179	L_gent_Pop180	L_ful_Pop186	L_ful_Pop031	L_ful_Pop033	L_ful_Pop034	L_ful_Pop035	L_ful_Pop036	L_ful_Pop037	L_ful_Pop038	L_gent_Pop064	L_gent_Pop066	L_gent_Pop069	L_gent_Pop073	L_ful_Pop173	L_ful_Pop175	L_gent_Pop015	L_gent_Pop017	L_cf_gent_026	L_cf_gent_027	L_cf_gent_028	L_cf_gent_029	L_cf_gent_030	L_ful_Pop051	L_ful_Pop053	L_ful_Pop054	L_ful_Pop056	L_ful_Pop058	L_ful_Pop059	L_ful_Pop060	L_gent_Pop084	L_gent_Pop088	L_ful_Pop208	L_ful_Pop209	L_ful_Pop210	L_ful_Pop211	L_ful_Pop212	L_ful_Pop213	L_ful_Pop214	L_ful_Pop217	L_cf_dutt_001	L_cf_dutt_002	L_cf_dutt_003	L_cf_dutt_004	L_cf_dutt_005	L_cf_dutt_006	L_cf_dutt_007	L_cf_dutt_008	L_cf_dutt_009	L_cf_dutt_010	L_cf_gent_016	L_cf_gent_017	L_cf_gent_018	L_cf_gent_021	L_cf_gent_022	L_cf_gent_023	L_cf_gent_024	L_cf_gent_070	L_ful_Pop041	L_ful_Pop042	L_ful_Pop043	L_ful_Pop044	L_ful_Pop045	L_ful_Pop046	L_ful_Pop048	L_ful_Pop049	L_gent_Pop075	L_gent_Pop076	L_gent_Pop077	L_gent_Pop078	L_gent_Pop080	L_gent_Pop081	L_gent_Pop083	L_dutt_Pop096	L_dutt_Pop100	L_ful_Pop218	L_ful_Pop219	L_ful_Pop220	L_ful_Pop221	L_ful_Pop222	L_ful_Pop223	L_ful_Pop224	L_ful_Pop225	L_ful_Pop226	L_ful_Pop227	L_gent_Pop182	L_gent_Pop183	L_gent_Pop184	L_gent_Pop185	L_gent_Pop186	L_gent_Pop187	L_gent_Pop188	L_gent_Pop189	L_cf_dutt_040	L_cf_dutt_043	L_cf_dutt_045	L_cf_dutt_047	L_cf_dutt_049	L_ful_Pop163	L_ful_Pop164	L_ful_Pop165	L_ful_Pop166	L_ful_Pop167	L_ful_Pop168	L_ful_Pop169	L_ful_Pop170	L_ful_Pop171	L_gent_Pop143	L_gent_Pop144	L_gent_Pop145	L_gent_Pop146	L_gent_Pop147	L_gent_Pop148	L_gent_Pop149	L_gent_Pop150	L_gent_Pop151	L_gent_Pop152	L_ful_Pop061	L_ful_Pop062	L_ful_Pop063	L_ful_Pop064	L_ful_Pop065	L_ful_Pop066	L_ful_Pop067	L_ful_Pop068	L_ful_Pop069	L_ful_Pop070	L_ful_Pop085
L_ful_Pop183	0	62.4262	62.6512	62.2435	60.5617	60.2805	60.848	59.1998	59.7492	59.0352	59.6614	57.3587	56.9682	60.457	58.2532	58.0615	58.8294	59.1575	57.1707	58.7977	59.4441	58.7341	58.688	60.1582	57.9236	58.4944	48.2141	49.1832	49.968	49.8214	48.9127	49.6669	48.4328	48.5323	48.4531	49.4987	47.9784	49.123	49.6191	48.4862	49.1103	48.467	47.6812	48.4753	48.106	48.422	48.1536	47.6333	48.5279	48.4137	48.2871	47.5472	48.2286	47.9351	44.3501	43.0927	43.8608	43.7623	43.4386	44.2778	43.2406	44.1413	42.6221	44.0001	43.9874	43.1431	43.5783	44.1023	43.1998	44.5336	43.1709	43.6321	44.3579	43.1236	44.349	43.08	42.6148	43.5267	43.8295	43.2441	43.5246	43.6868	43.3283	42.6985	42.3085	44.4064	42.7821	43.3283	42.9674	43.6816	43.2162	43.8644	42.9955	44.3922	42.8847	44.1776	42.8704	43.2363	43.7933	44.6433	43.0748	43.6198	43.4484	43.4652	43.5012	43.4248	43.5562	43.6026	43.9488	44.3023	43.2346	42.7457	42.5567	44.4126	42.8922	43.4043	42.7639	43.0438	43.8041	43.6437	44.5857	44.4267	43.8771	44.9595	43.5056	48.819	47.4976	48.5473	49.0722	58.4789	58.1982	54.8151	56.2061	53.0869	52.4325	52.7171	52.9813	54.3451	59.7998	53.1215	54.3699	52.5522	53.2986	52.3651	52.0285	50.8776	50.6219	50.9015	51.6573	52.9099	50.5784	52.8057	50.3357	50.9716	53.1716	52.8007	52.2297	51.3521	49.575	48.4432	47.7942	48.9137	48.1062	48.7802	48.1027	48.963	47.6523	47.342	49.1425	48.3812	47.3318	48.3505	48.6635	48.0607	47.158	49.2117	47.2574	48.5663	48.3941	48.2161	48.1231	47.9627	48.7562	48.0139	48.8057	47.9741	48.1881	47.8118	49.0809	48.3375	47.7295	47.7074	48.9613	47.5729	48.0488	48.5753	47.1342	48.3427	48.2869	48.7464	47.133	46.0508	47.3871	46.1281	46.3317	48.0846	47.403	47.0476	46.829	47.3154	47.2991	48.7202	48.4632	47.6003	46.3988	48.0175	47.575	46.1613	46.095	47.7857	46.8666	46.1989	46.689	47.1098	47.0947	45.8133	47.392	45.5379	47.5891	46.9856	46.0383	46.9068	46.4119	46.8094	47.0132	47.8292	45.8916	45.6141	46.1965	46.6939	46.1368	46.7285	46.1418	46.7092	45.3882	45.7954	46.1309	46.016	45.6762	46.3968	45.3516	45.8169	46.7141	45.8436	48.256
L_ful_Pop184	63.698	0	76.2785	78.5825	72.4831	75.4335	74.3092	75.9641	76.7954	72.8031	72.968	71.9842	69.8136	71.0931	70.913	70.5875	73.0955	72.1281	68.3789	69.3018	73.7591	70.9213	73.726	71.3661	72.5886	69.4633	47.9974	47.8446	47.5098	48.5387	48.0662	47.4626	48.5339	48.6775	48.8558	48.691	49.0858	47.7301	49.3867	47.7673	47.3102	47.079	47.3513	47.5277	48.7537	47.9739	48.5216	47.3859	47.8939	48.3302	48.5839	48.5815	47.9926	49.6202	43.3745	43.3944	42.9424	44.124	44.0854	43.5206	43.4998	43.6169	43.4193	43.4591	44.3176	42.9546	44.2424	42.6336	42.9641	42.9752	43.0695	43.4465	44.2011	43.2091	43.8821	43.6792	43.039	44.0591	43.1172	43.1388	42.9148	43.8496	43.5901	43.661	43.1473	43.1566	43.5085	42.8688	43.1544	43.4321	43.6804	42.8858	43.6416	43.8989	43.1713	43.4283	43.4444	42.853	44.5575	43.481	43.3027	42.8998	42.234	43.5853	43.5801	43.2898	44.1219	43.1979	43.9255	43.8514	43.9936	42.5257	43.1474	43.4703	42.9476	43.4363	42.6039	43.8309	44.364	42.6041	42.7929	43.5269	43.4191	44.6811	43.7191	46.5833	46.5908	45.4774	44.9437	56.6201	55.5241	51.7679	55.9497	53.2727	51.9209	52.3975	52.4525	52.1049	52.5679	50.7923	52.8608	51.0202	51.4699	49.9354	50.1865	47.9537	48.8246	47.4986	47.4411	47.5281	46.154	47.5404	47.194	47.8695	47.806	47.6496	46.8674	50.0317	48.2958	46.4878	46.5581	46.6053	45.6145	45.4043	45.972	46.6148	45.7632	45.0692	45.2499	45.2237	45.2944	45.7848	46.5105	45.1536	45.9962	45.465	45.8855	45.5476	45.2673	44.256	45.5959	45.1547	46.1123	44.6354	44.6931	45.0694	45.0719	44.8811	46.1123	45.6093	44.7532	45.6208	44.8985	44.5973	44.6407	45.3514	45.3584	45.0629	44.7858	44.9429	45.4482	45.2499	44.9568	44.9731	45.0072	46.2604	45.4771	45.2555	44.6172	45.2255	45.1926	45.9715	45.0074	44.7872	45.4817	44.8344	44.4641	45.1093	45.7343	45.3539	45.2997	44.8534	45.0882	44.9877	45.7183	44.4632	44.8329	45.9	45.0333	44.7797	44.9421	45.4621	44.8825	45.1778	45.4945	45.5567	45.2686	45.2435	45.1484	44.0275	44.8556	44.3639	44.4188	44.3163	43.8785	44.5804	45.2754	45.0124	45.415	45.5177	43.9874	43.0916	43.7131	43.4315	45.5804
L_ful_Pop185	63.6048	76.1805	0	76.8356	71.9115	75.8882	73.0536	71.6299	75.7715	72.7683	71.3077	68.5296	67.3368	70.5132	69.8598	68.4787	71.876	71.4876	69.29	69.6303	70.8743	70.0359	71.8809	72.2634	72.2644	69.899	46.8152	48.5295	48.7695	47.7619	48.9142	47.9214	48.5421	48.3443	48.3317	48.8323	48.0368	47.8734	47.9749	48.3517	48.1405	48.8449	47.3425	47.7214	48.2451	48.7711	47.5515	47.7584	47.721	48.0439	48.2963	47.7381	48.4218	48.0338	42.176	42.7741	43.3942	43.35	43.4999	43.5177	43.0378	43.278	43.1308	42.9902	42.9542	42.7829	43.7214	42.6525	42.8899	43.3238	43.3485	42.3342	42.9752	43.5027	42.8474	42.7096	42.9766	42.9284	42.5456	42.7066	43.0486	42.5739	43.8123	42.9793	42.6321	43.2195	42.4553	41.7068	42.7406	43.2309	43.1652	43.5148	42.7439	43.5792	42.8642	42.7593	42.687	42.1252	42.4822	42.3444	42.2756	42.1795	42.6865	43.6451	42.7371	42.6484	42.5537	42.7653	42.8431	42.8825	42.2328	42.4225	42.6243	43.4049	41.822	42.9888	42.0859	42.9151	41.9861	42.7208	42.9538	42.8787	43.2527	44.1816	42.3925	47.1587	47.4314	44.7882	45.7218	58.2497	56.0095	53.5516	56.1418	53.7575	52.9249	53.6271	54.1174	52.803	55.423	51.6307	53.7706	53.2895	53.4813	49.4215	49.9626	50.6264	48.9344	48.8238	47.5982	48.3846	47.3448	48.3134	48.0546	47.1387	49.0622	48.5303	47.8787	50.4778	47.5974	45.8922	47.3025	46.3556	46.4012	46.4278	46.3427	46.9121	46.2126	45.5878	45.9742	45.5249	45.952	46.3147	46.0465	46.1206	47.3689	46.0978	45.8559	44.8442	45.5802	46.4986	46.7637	46.8427	45.6809	46.0372	45.4573	45.5996	46.1693	45.768	45.6482	47.4752	45.0319	44.9826	46.2539	45.2598	46.0222	45.8839	45.2356	46.0721	45.5978	46.9778	44.6456	45.5977	45.8863	46.3041	45.0306	46.435	45.3699	44.2566	45.1222	45.5734	44.5792	46.6676	45.6827	44.7136	45.3157	45.2553	45.0405	45.4537	45.3789	45.8516	44.5129	46.0168	44.9727	47.2016	45.4572	45.9895	45.389	45.7282	45.0672	45.703	45.2505	44.7168	44.3718	44.8136	45.1193	44.7248	45.6079	44.425	44.5704	45.1374	44.6308	45.1836	44.9614	45.2363	44.7294	44.5167	44.7165	45.0665	45.5686	44.7366	44.5779	44.7374	44.2047	44.4828	46.4225
L_gent_Pop163	63.105	78.6331	76.9212	0	70.8709	72.4738	72.6987	72.8987	74.2663	70.9634	71.7451	69.9694	69.0344	70.0637	70.3412	67.9494	71.5622	71.8431	66.1194	69.4375	71.0732	71.0996	69.1174	71.7669	70.8276	69.3731	47.6747	48.3369	48.1291	47.538	49.2051	47.9616	48.6651	48.2119	48.6725	47.6301	48.8968	47.9498	48.0136	47.677	47.5972	48.5418	47.3512	47.9799	48.5913	47.7404	47.7015	47.5641	48.0151	48.1985	48.1385	48.5759	48.1975	48.5682	43.0704	44.8152	43.0836	44.0842	43.4245	43.7364	43.2343	44.4798	43.2567	42.8577	44.1857	43.4001	44.5609	43.2921	43.7167	43.0581	42.9567	43.1	43.8041	43.1293	43.3313	43.1864	42.6598	43.4354	43.2717	43.3651	43.7839	44.2669	43.7812	42.7027	42.9363	43.0212	42.8057	43.0077	42.7228	42.909	43.1756	43.7073	43.7176	43.9853	43.1397	43.9248	43.1926	43.3731	43.0271	43.2604	42.8371	44.2301	42.6848	44.2234	44.0413	44.0185	43.8896	43.1518	43.0829	43.853	43.2568	43.5903	43.4381	43.7893	43.2449	43.2997	42.887	43.5823	43.9049	44.3753	43.1388	44.2544	43.3776	44.6343	42.4929	46.0874	46.0105	45.5923	47.0315	58.6573	55.1633	51.9068	57.3205	51.4622	52.6255	51.7017	53.0514	51.4275	53.1147	51.9554	52.7889	50.0917	52.0609	50.5284	51.5206	48.8452	48.0832	47.6694	47.7206	48.7618	48.0173	48.3726	47.3447	47.168	47.1176	48.6924	48.5904	50.1821	49.0108	46.7106	46.6633	46.8152	45.8307	45.6302	45.4362	46.395	47.2345	46.1444	44.9975	45.4175	46.6579	45.767	46.1629	45.8494	46.8494	45.9084	45.7638	45.643	45.0354	45.2335	46.5827	45.5738	44.7585	44.4453	45.5306	46.2318	45.6243	45.7823	46.4548	47.1063	45.4558	45.1801	46.3154	45.3291	45.8294	46.2691	45.6885	44.9713	45.7662	44.9207	45.5388	44.9444	45.3266	44.6637	44.9694	46.0294	45.6334	45.0048	46.325	45.5423	45.0772	45.3242	45.9631	44.5068	45.2797	44.6283	45.7046	45.0474	45.4275	46.06	45.1825	44.4069	45.6134	46.344	45.6593	45.0434	44.4024	44.3809	44.8245	45.8241	45.8539	45.881	44.8331	44.5072	45.5027	45.1299	44.6055	44.9442	44.3431	44.7243	44.5226	44.6609	44.8259	45.1608	44.5687	44.1355	44.9882	43.9835	43.7898	45.1536	44.8212	43.8019	44.1869	44.4253	45.6417
L_gent_Pop164	61.4535	71.8665	71.5493	70.4652	0	68.3517	68.451	67.4673	70.8636	67.4779	68.6413	68.9223	63.8751	67.3006	66.2576	63.8927	65.6947	68.8891	64.813	66.3169	67.837	64.3952	66.6374	67.5897	69.2448	66.175	47.3962	48.3598	47.9887	48.1638	47.6791	47.7505	49.2514	48.6638	49.0932	48.6927	48.8002	49.6017	49.4226	47.9376	47.9652	48.4001	48.1674	47.7702	48.6288	49.8696	48.5191	48.1292	48.2048	48.6204	49.0467	48.0864	47.9401	47.6435	44.3477	43.7356	43.8607	43.7626	43.8454	43.9771	43.308	44.0101	44.0065	44.1127	44.0764	44.3678	43.147	44.4703	43.4309	44.1541	43.5792	43.8066	44.5938	43.9026	43.9807	43.7353	43.1677	43.1236	43.8622	43.3515	43.8679	44.3709	43.7401	43.797	43.9842	43.4357	43.442	43.4419	43.2006	44.3936	43.099	43.4799	43.8921	43.93	43.6142	42.5356	44.2992	43.2271	43.3336	44.0194	43.7172	43.4465	42.7608	44.4134	43.9727	43.9521	43.9186	44.1408	43.2546	44.2846	43.5377	44.2207	43.0245	44.6481	43.5484	43.3049	43.3886	44.0648	44.1708	44.5645	44.8607	45.094	44.6244	44.5819	44.0931	47.1322	47.6847	46.7741	45.7255	57.1531	55.4981	52.9637	54.031	53.2651	52.8162	52.9122	53.5872	54.01	54.4046	52.2185	53.3454	51.9311	52.9724	52.3995	51.718	50.9247	49.3741	48.3799	48.8605	48.9911	48.2983	49.3586	48.9547	48.6906	50.022	49.1102	48.9263	52.4275	48.9593	46.6578	47.5173	47.1002	46.2547	47.2658	46.9595	46.1922	46.3044	46.1283	46.714	46.5615	46.3956	45.9572	46.2997	45.6631	47.335	46.5029	46.482	45.2667	45.7251	45.575	46.4061	45.7135	45.91	45.6104	44.585	46.6159	46.682	45.8853	46.4171	47.2431	46.1134	45.4639	45.856	45.6949	46.3316	46.434	44.7859	45.025	45.6051	45.4405	45.5716	44.7523	45.789	45.6193	45.5675	45.9346	45.7828	44.2198	47.6329	44.5982	45.167	46.9066	46.8462	46.1647	45.917	44.3987	45.1596	45.4849	45.5212	45.0522	46.3518	45.4236	46.1987	44.7802	45.3247	45.3426	45.3378	45.0961	44.8678	45.7393	44.4241	44.3123	46.5143	44.4535	45.5259	44.8068	45.0468	44.7901	45.6081	44.1735	44.7591	45.2415	45.3745	46.0322	44.5901	45.0291	44.4241	45.6555	45.1046	44.1095	44.3768	44.7111	45.5023	45.3382	45.4199
L_gent_Pop067	60.7603	75.1361	75.6421	72.5279	68.6995	0	69.985	73.1757	75.1377	69.586	70.1849	68.5891	71.7549	69.1776	68.1096	67.144	68.8553	71.0283	67.4571	70.0824	70.7259	68.7426	69.2729	71.5165	71.8159	68.1459	48.5491	49.596	48.7719	48.2078	47.4042	46.9486	48.9779	47.4854	49.0668	48.1404	48.5239	48.0398	47.6675	47.2038	46.9135	49.0987	46.8127	47.7921	48.1187	47.7942	48.1195	47.5394	47.8993	47.9637	47.6251	48.1453	48.4736	49.1749	45.5408	45.6089	44.4981	45.7646	45.2512	44.8479	44.2782	45.2467	44.8531	44.5411	45.3695	43.2691	44.923	44.0836	44.1016	43.6496	44.5052	43.507	45.6316	43.6847	43.9455	44.0189	43.5787	44.5697	44.6303	43.7651	45.3197	44.4553	45.5658	44.2271	44.054	43.936	43.976	43.3592	43.8954	44.2254	44.4802	43.6751	44.4987	44.6427	43.5533	43.7137	43.5001	43.5183	43.9648	44.0676	44.0683	44.1971	43.8267	44.0968	43.4627	44.7477	45.4187	43.8878	45.1518	44.7054	44.454	44.5287	44.6701	45.132	43.7806	45.2744	43.5435	44.2755	44.6267	44.5173	44.7038	44.6947	44.673	45.0935	43.9488	45.7187	46.0796	45.2845	44.8954	56.8742	55.6872	51.8659	55.6218	51.4855	50.8384	52.6598	51.1748	51.5511	55.7651	51.7191	51.1408	51.5627	50.9415	49.5316	49.6357	48.8907	48.3021	47.1712	48.1019	48.2568	46.252	48.1822	46.7262	47.1729	48.4299	47.7804	48.7338	48.7066	48.0028	45.3083	45.4028	45.7646	45.5167	45.705	46.2024	45.62	45.2422	44.5177	45.4842	45.4715	45.8697	45.7221	45.9366	45.484	46.0889	46.0054	46.1461	45.3312	45.1723	45.0733	45.3573	44.3568	45.4188	44.778	44.7135	45.3121	45.8293	45.0837	46.2684	45.2306	45.8873	45.6966	45.1351	43.8423	44.8977	46.2185	44.6707	45.2121	45.8514	45.5	44.6645	45.4985	45.0426	45.2715	44.9783	45.3366	45.2053	44.0039	44.7448	46.3343	44.889	46.4175	44.4437	44.4983	44.5404	44.0839	44.6739	44.3121	44.1631	44.8368	45.0118	44.4329	44.7395	45.1463	44.8676	45.4852	44.4071	45.6082	44.5941	44.5017	44.9006	44.3104	45.3487	44.6705	44.7331	44.005	45.0855	45.3022	45.1918	44.8807	44.3182	44.6382	44.4593	44.5258	44.3918	44.2791	45.2147	46.088	44.6854	44.924	44.5872	45.1429	44.2885	44.6789	45.4694
L_gent_Pop070	61.8226	73.8967	72.8365	72.6532	68.5993	70.2079	0	70.4438	71.226	69.9729	70.1479	68.9344	67.2109	71.9443	68.8202	67.9487	69.0071	69.5774	66.7207	68.4766	69.0816	68.4215	68.1737	68.5542	70.2042	68.1357	47.9466	49.5749	48.4375	48.746	49.0666	48.8525	49.0364	47.5808	47.6685	48.1674	48.3916	48.2446	48.6921	47.6781	48.4965	48.0184	47.695	48.3155	48.7658	48.1614	48.6139	47.7761	48.4188	48.7087	48.0018	48.4567	48.463	49.2175	46.4013	44.8501	44.0066	44.8676	44.8192	45.7229	45.1709	44.5689	44.6366	44.5992	43.6849	44.2165	44.5387	44.0366	44.1175	43.7692	43.0167	43.9048	44.7624	44.8247	44.4933	43.9697	43.63	44.7324	44.1049	44.1824	44.16	44.7593	45.5051	43.7316	43.9175	44.8304	44.8545	44.5545	44.0487	43.3344	44.3949	43.6722	44.1697	44.2876	43.545	44.1908	44.0065	44.9412	44.131	44.3879	44.0772	44.6693	43.6449	44.7415	43.9074	44.6039	44.6946	44.3838	44.6284	44.7591	43.9391	44.8306	44.2211	43.8428	43.4643	44.0185	46.0668	44.8162	44.1331	43.8426	43.5759	44.3273	44.1565	45.3484	45.4859	46.0015	46.9993	46.0169	45.1782	54.1988	54.026	52.368	54.8016	52.6607	50.7998	52.3113	51.9406	51.4439	53.2413	50.8864	50.8436	50.279	49.8713	50.1278	49.6763	48.9314	47.8779	47.1859	46.465	48.5054	46.1836	46.9525	46.9239	46.6655	47.4139	47.7282	47.6115	49.4758	48.2498	45.0925	46.7545	46.4033	45.6547	45.6641	46.064	47.4359	45.218	45.5575	45.7557	46.0395	46.16	45.0724	45.2436	45.4813	46.2124	45.8102	45.9551	45.7435	46.6779	45.1919	45.8935	45.4479	45.4769	45.6731	44.6944	45.3393	46.077	45.3064	45.7555	46.1001	44.9155	45.4113	45.668	45.6005	45.5482	46.3879	45.2708	45.9719	45.5226	46.0442	45.3692	45.1832	44.2326	45.6795	44.4525	45.7822	45.5493	45.3321	46.0332	45.7069	45.1096	45.6327	46.7944	45.1398	45.3495	45.4403	44.4984	44.3441	46.0918	45.5525	44.6992	44.8438	45.4585	44.7945	46.2091	44.4375	44.2697	44.581	43.9244	45.0458	43.8657	44.252	44.8429	44.7831	45.2078	44.9438	44.6918	45.134	45.0583	44.3603	45.6348	44.8286	44.9601	45.1523	44.2948	44.8816	44.4298	45.0333	45.4405	45.0055	44.2845	44.4076	45.0227	45.2639	45.1061
L_gent_Pop071	59.9057	75.659	71.2863	72.7363	67.9076	73.0605	70.5094	0	72.4744	70.6975	67.8955	69.7534	68.7547	67.6042	68.7126	66.478	69.9439	69.5379	65.9935	69.1226	70.4325	71.2421	68.9255	68.9401	69.916	66.9937	49.1997	48.9916	48.8243	48.763	48.0969	48.5382	49.5959	49.1505	48.3069	48.9944	49.3564	48.3009	47.6072	49.514	48.4065	48.5656	49.1892	49.0896	49.2858	49.1252	48.9181	47.8978	48.9095	48.0414	48.8274	49.1329	48.9392	49.2951	44.6635	43.7154	44.2248	45.2405	44.109	44.7941	44.0184	44.5131	43.8808	44.2167	44.9342	44.3291	44.2779	43.8677	43.7918	43.6898	43.7345	43.6697	44.2512	44.2336	43.9127	44.0905	43.1086	44.4219	43.3288	42.6069	43.8207	44.0499	43.7202	43.7601	43.7616	43.3167	43.8335	44.2494	43.4796	44.1947	43.6093	43.8838	44.6746	44.6208	43.0743	44.2431	45.6102	43.5241	43.4406	43.7773	43.9851	43.5695	43.5667	44.5645	44.025	43.9714	44.3975	43.889	44.3304	44.283	44.0445	43.3729	43.7513	45.5374	44.2849	43.8805	43.7358	44.3179	42.9667	43.9791	43.4599	44.6588	44.6749	44.3241	44.3462	47.2491	46.2394	47.0742	45.9401	56.4603	54.4272	51.7881	55.1668	51.5939	51.6028	51.9201	50.4504	50.1614	53.3749	50.5984	50.309	49.0781	50.7265	49.0294	50.4794	48.2632	48.4341	47.4896	46.7094	47.845	46.8255	48.1444	46.6542	47.0219	47.3955	47.1416	47.8119	49.2746	49.5934	47.0021	46.7951	45.7383	45.2821	46.4032	45.5655	46.8202	46.5744	45.3754	45.9699	45.7526	46.0099	46.1145	45.0622	45.5115	46.3403	47.0904	46.449	45.0952	45.454	45.6373	46.6306	45.674	46.22	46.0787	45.1214	45.0251	46.2344	45.3373	46.0251	45.7648	45.207	45.1828	45.9008	45.66	45.4422	45.1752	44.9118	46.283	46.9599	46.7578	44.8204	45.4221	45.2856	45.2945	44.5493	45.3625	45.1175	44.8244	44.9869	45.192	45.523	46.6373	46.1269	45.7201	46.0305	44.7214	45.508	45.466	45.4253	44.3257	45.389	45.2626	45.7386	44.6051	46.2751	45.849	45.3632	45.0149	44.7392	45.0612	44.822	44.5645	45.6112	45.1319	45.4327	44.3641	44.742	45.3593	44.8863	44.4729	44.4071	46.0488	44.0441	44.5235	44.0817	44.9094	45.1687	44.4125	45.375	43.5693	44.0673	44.3259	44.1918	45.7213	45.6874
L_gent_Pop072	61.0239	76.8568	75.7562	74.4181	71.2139	74.9948	71.6432	72.6156	0	70.54	70.9452	70.6179	68.1427	70.4892	69.2176	68.6918	70.0023	72.0561	67.4008	71.3061	71.9063	72.0271	70.488	73.1554	70.6849	67.5343	48.3839	48.2896	48.2127	48.5749	48.6217	48.8199	49.2699	48.2813	48.6113	49.5937	48.3172	48.1676	49.3914	47.8345	48.2744	48.7196	47.6864	47.9155	48.3449	48.6279	47.8558	48.0608	49.0807	48.4547	48.5403	48.883	48.6996	49.6396	43.7543	43.4378	45.1641	44.1923	44.3046	43.8386	43.4132	43.9453	43.9443	43.9149	43.9691	43.6257	43.9368	44.1427	43.5572	44.2998	42.6809	43.55	43.5391	43.4432	43.7841	43.4016	43.3804	43.5393	42.8088	42.6465	43.2953	43.6808	44.0197	43.2008	43.409	42.9834	43.8282	43.283	43.1283	43.4501	42.5426	44.0769	43.4302	42.8007	44.1954	43.2655	43.6515	43.8782	43.1308	43.8041	43.1983	43.4925	42.8051	43.1691	43.0306	43.2293	43.5197	43.0944	44.0111	44.4461	44.529	44.1799	43.3515	44.6768	43.0017	43.6463	42.5544	43.6086	43.497	43.9747	42.7344	43.0205	43.1702	44.0924	43.7876	46.0495	46.8655	46.1054	45.75	56.5444	53.8904	50.989	55.3429	53.3352	51.6724	51.7645	52.9704	50.6367	53.1383	51.0398	52.1839	51.7837	50.6808	50.3834	49.2745	48.8042	48.1878	46.4963	47.176	48.5791	46.9764	47.8831	47.3395	47.4703	47.5442	46.9208	47.2671	50.3513	47.3374	45.9195	46.8061	45.8118	45.3083	46.4631	45.1111	46.5123	45.6997	45.2636	44.7646	45.769	46.251	45.5204	45.5195	45.1031	46.3554	45.6113	45.5311	45.4652	45.26	46.7087	45.7338	45.6109	45.3607	45.0204	46.0218	45.8677	45.9324	45.039	45.2963	46.8346	45.1492	45.468	46.3869	44.6187	45.4683	45.1815	46.2168	45.5322	46.3203	45.2284	44.9606	44.8965	45.2604	45.8915	44.8087	45.3779	45.0293	46.0006	45.6758	45.2522	45.584	46.021	46.7344	45.2664	44.6512	45.6319	46.2026	45.2859	45.0691	45.1774	45.4549	44.5649	45.2064	46.0806	45.7924	45.4161	45.5338	44.493	45.5367	45.3783	44.6715	45.3846	45.3548	45.162	45.7785	44.7815	44.3079	44.8475	45.1611	44.6222	44.6449	44.6181	45.0987	44.8932	44.8794	44.4964	45.4576	44.212	45.0183	45.3583	44.4072	44.2516	43.507	45.269	44.8339
